,Duration,Epidemic,Rt
1267,302.5,803,0.394
1268,8,0,2
1269,335.5,824,0.352
1270,332.75,789,0.422
1271,35.75,2,1.996
1272,3.5,0,2
1273,306.5,835,0.33
1274,342.75,850,0.3
1275,329.25,770,0.46
1276,259.5,789,0.422
1277,291,793,0.414
1278,16,3,1.994
1279,401,758,0.484
1280,355.75,782,0.436
1281,333.75,801,0.398
1282,13.25,0,2
1283,6.75,0,2
1284,1.75,0,2
1285,389,792,0.416
1286,11.5,0,2
1287,0.75,0,2
1288,1.25,0,2
1289,330.25,806,0.388
1290,311,742,0.516
1291,372.75,792,0.416
1292,21.5,1,1.998
1293,152.5,17,1.966
1294,5.5,0,2
1295,10.5,0,2
1296,19.75,1,1.998
1297,51.75,3,1.994
1298,310.5,826,0.348
1299,8.5,0,2
1300,438.75,756,0.488
1301,16.5,0,2
1302,341,815,0.37
1303,9.75,0,2
1304,25.5,0,2
1305,367,803,0.394
1306,343,804,0.392
1307,347.5,809,0.382
1308,432,794,0.412
1309,290.5,803,0.394
1310,308.5,829,0.342
1311,385.25,800,0.4
1312,69.75,5,1.99
1313,365.75,848,0.304
1314,13.75,0,2
1315,11.25,0,2
1316,307,803,0.394
1317,3,0,2
1318,37.25,4,1.992
1319,400.5,811,0.378
1320,456.75,776,0.448
1321,33.5,0,2
1322,10.25,0,2
1323,360,812,0.376
1324,298.25,839,0.322
1325,405.5,741,0.518
1326,10.5,0,2
1327,33.25,2,1.996
1328,268,805,0.39
1329,6,0,2
1330,297.25,776,0.448
1331,10.5,0,2
1332,321.5,791,0.418
1333,286,838,0.324
1334,6,0,2
1335,348,785,0.43
1336,451.5,767,0.466
1337,103.25,9,1.982
1338,418,751,0.498
1339,332.75,816,0.368
1340,330,787,0.426
1341,6.75,0,2
1342,375.75,830,0.34
1343,351.25,773,0.454
1344,2.25,0,2
1345,12.5,1,1.998
1346,11.75,0,2
1347,341,768,0.464
1348,299.75,738,0.524
1349,276,834,0.332
1350,24.5,2,1.996
1351,4.75,0,2
1352,2.75,0,2
1353,4.5,0,2
1354,300.25,793,0.414
1355,409.75,826,0.348
1356,373.25,803,0.394
1357,282.25,796,0.408
1358,354.5,828,0.344
1359,321,791,0.418
1360,304,857,0.286
1361,17,0,2
1362,423.5,746,0.508
1363,7.25,0,2
1364,430.25,773,0.454
1365,306.25,821,0.358
1366,17.25,1,1.998
1367,13.75,0,2
1368,319.25,779,0.442
1369,279,748,0.504
1370,258,772,0.456
1371,4,0,2
1372,13.5,0,2
1373,10,1,1.998
1374,48.75,3,1.994
1375,372,817,0.366
1376,16.75,0,2
1377,283,814,0.372
1378,300.25,772,0.456
1379,378,801,0.398
1380,365.25,773,0.454
1381,10.5,1,1.998
1382,52.25,8,1.984
1383,22.25,0,2
1384,314,796,0.408
1385,326,808,0.384
1386,8.5,0,2
1387,342.75,830,0.34
1388,338.5,775,0.45
1389,286,745,0.51
1390,254.5,829,0.342
1391,306.75,814,0.372
1392,294.25,796,0.408
1393,11.5,0,2
1394,341,827,0.346
1395,315.25,845,0.31
1396,403.75,792,0.416
1397,42,11,1.978
1398,6.25,0,2
1399,333.25,829,0.342
1400,346.25,806,0.388
1401,377.25,769,0.462
1402,23.25,1,1.998
1403,14.25,0,2
1404,430.5,815,0.37
1405,5.25,0,2
1406,272,810,0.38
1407,27.5,0,2
1408,5.25,0,2
1409,5.5,0,2
1410,8.5,0,2
1411,32.25,2,1.996
1412,392.75,814,0.372
1413,17.5,1,1.998
1414,11.75,0,2
1415,18.25,0,2
1416,15.25,0,2
1417,356.75,810,0.38
1418,11.25,0,2
1419,1.25,0,2
1420,11.25,1,1.998
1421,363,804,0.392
1422,13,1,1.998
1423,302.5,825,0.35
1424,485.5,757,0.486
1425,350.75,786,0.428
1426,15.5,1,1.998
1427,287.25,765,0.47
1428,297,820,0.36
1429,12,0,2
1430,4.75,1,1.998
1431,360,841,0.318
1432,6.5,0,2
1433,40,4,1.992
1434,266.75,842,0.316
1435,364.25,848,0.304
1436,16.75,1,1.998
1437,304.25,743,0.514
1438,81.75,13,1.974
1439,315.75,830,0.34
1440,31,0,2
1441,24.75,2,1.996
1442,17.5,0,2
1443,351.75,807,0.386
1444,17.25,2,1.996
1445,287.25,749,0.502
1446,296.75,781,0.438
1447,442,785,0.43
1448,386,799,0.402
1449,278.75,834,0.332
1450,20,0,2
1451,9.25,0,2
1452,9.75,0,2
1453,9,0,2
1454,364.75,820,0.36
1455,356.5,756,0.488
1456,12,0,2
1457,7,0,2
1458,289.25,796,0.408
1459,8,0,2
1460,30,2,1.996
1461,72,8,1.984
1462,245,806,0.388
1463,12.25,1,1.998
1464,16,0,2
1465,5.25,0,2
1466,60.5,9,1.982
1467,3,0,2
1468,14,0,2
1469,361.75,795,0.41
1470,342.25,783,0.434
1471,6.5,0,2
1472,308.5,807,0.386
1473,8.5,0,2
1474,33.75,2,1.996
1475,305,792,0.416
1476,14.25,2,1.996
1477,318.25,863,0.274
1478,328.25,763,0.474
1479,14.25,0,2
1480,330.25,815,0.37
1481,275,781,0.438
1482,388.5,786,0.428
1483,5.75,0,2
1484,2.5,0,2
1485,9,0,2
1486,297.5,780,0.44
1487,17.25,0,2
1488,30.5,3,1.994
1489,8,0,2
1490,437.25,801,0.398
1491,12.5,0,2
1492,457.25,800,0.4
1493,5.5,0,2
1494,293.5,793,0.414
1495,27.25,2,1.996
1496,378,776,0.448
1497,366.5,795,0.41
1498,21,1,1.998
1499,245.75,810,0.38
1500,15,1,1.998
1501,294.25,778,0.444
1502,2,0,2
1503,15.25,0,2
1504,338,780,0.44
1505,302,804,0.392
1506,20.25,1,1.998
1507,359,812,0.376
1508,9.75,0,2
1509,268,759,0.482
1510,6.5,0,2
1511,13.75,0,2
1512,7,0,2
1513,26.25,4,1.992
1514,356.75,816,0.368
1515,353,810,0.38
1516,7.25,0,2
1517,359.5,769,0.462
1518,340.75,834,0.332
1519,328.5,819,0.362
1520,336.75,765,0.47
1521,8.75,0,2
1522,45.25,1,1.998
1523,15.75,0,2
1524,377.5,774,0.452
1525,10.5,0,2
1526,5,0,2
1527,305.25,840,0.32
1528,369.75,750,0.5
1529,354,759,0.482
1530,3.75,0,2
1531,4.5,0,2
1532,340.5,786,0.428
1533,16.75,0,2
1534,46.5,4,1.992
1535,9.75,0,2
1536,326.75,776,0.448
1537,13.25,0,2
1538,18.5,0,2
1539,309.25,734,0.532
1540,458.25,766,0.468
1541,14.75,0,2
1542,55,3,1.994
1543,329.25,765,0.47
1544,4.5,0,2
1545,9.25,0,2
1546,303.75,790,0.42
1547,297.5,761,0.478
1548,8,0,2
1549,391.75,726,0.548
1550,25.5,3,1.994
1551,324.25,815,0.37
1552,257.5,799,0.402
1553,22.5,0,2
1554,10.75,1,1.998
1555,3,0,2
1556,3.25,0,2
1557,22.5,2,1.996
1558,6.75,0,2
1559,8.25,0,2
1560,345,741,0.518
1561,352.75,721,0.558
1562,311,820,0.36
1563,2.25,0,2
1564,54,6,1.988
1565,16.75,0,2
1566,276.25,733,0.534
1567,40.25,3,1.994
1568,388,718,0.564
1569,13.25,0,2
1570,6.25,0,2
1571,472.5,728,0.544
1572,5.75,0,2
1573,3.25,0,2
1574,331.5,841,0.318
1575,2.25,0,2
1576,7.75,0,2
1577,7.25,0,2
1578,18.25,1,1.998
1579,9.5,0,2
1580,303.25,806,0.388
1581,357.25,794,0.412
1582,7,0,2
1583,324,820,0.36
1584,38.25,0,2
1585,8.5,0,2
1586,9.5,0,2
1587,21.25,0,2
1588,11,0,2
1589,7.25,0,2
1590,9,0,2
1591,28.25,3,1.994
1592,61,3,1.994
1593,22.25,2,1.996
1594,7.25,0,2
1595,23.75,0,2
1596,386,795,0.41
1597,378.75,736,0.528
1598,18.5,1,1.998
1599,335.5,804,0.392
1600,412.5,805,0.39
1601,272.5,844,0.312
1602,21.25,1,1.998
1603,7.5,0,2
1604,296.75,782,0.436
1605,453,788,0.424
1606,28.25,0,2
1607,6.25,0,2
1608,4.25,0,2
1609,265,814,0.372
1610,370.25,812,0.376
1611,282.75,811,0.378
1612,10.25,0,2
1613,423,832,0.336
1614,3.75,0,2
1615,6.5,0,2
1616,314,788,0.424
1617,364,760,0.48
1618,371,798,0.404
1619,71.75,9,1.982
1620,304.25,763,0.474
1621,426.25,767,0.466
1622,9,0,2
1623,14.25,0,2
1624,297.75,794,0.412
1625,9,0,2
1626,27,0,2
1627,276.75,777,0.446
1628,5,0,2
1629,320.25,796,0.408
1630,12,0,2
1631,44.75,2,1.996
1632,9.25,0,2
1633,45.5,3,1.994
1634,6.5,1,1.998
1635,322.5,769,0.462
1636,30.75,1,1.998
1637,324.5,770,0.46
1638,334.75,797,0.406
1639,351.75,790,0.42
1640,309.25,742,0.516
1641,6.25,0,2
1642,79.25,14,1.972
1643,59.5,4,1.992
1644,14.75,0,2
1645,363.5,804,0.392
1646,14,0,2
1647,329.75,757,0.486
1648,51.25,7,1.986
1649,5,0,2
1650,313.5,802,0.396
1651,299.75,773,0.454
1652,391,738,0.524
1653,320.5,754,0.492
1654,317.5,798,0.404
1655,293.75,771,0.458
1656,315,802,0.396
1657,10.5,0,2
1658,13.75,0,2
1659,323.25,833,0.334
1660,6.75,0,2
1661,66,6,1.988
1662,360.25,797,0.406
1663,5,0,2
1664,245.5,833,0.334
1665,355,822,0.356
1666,33.5,3,1.994
1667,5.5,0,2
1668,16.5,0,2
1669,349.5,826,0.348
1670,303.75,807,0.386
1671,433.5,801,0.398
1672,99.75,7,1.986
1673,276.75,757,0.486
1674,380,799,0.402
1675,377.5,831,0.338
1676,1.25,0,2
1677,7.5,0,2
1678,13.25,0,2
1679,295.75,797,0.406
1680,393,805,0.39
1681,339,817,0.366
1682,352.25,734,0.532
1683,277.5,866,0.268
1684,29.25,1,1.998
1685,9.75,0,2
1686,6.5,0,2
1687,351.25,771,0.458
1688,9.25,0,2
1689,21,0,2
1690,309.5,819,0.362
1691,345.25,776,0.448
1692,18,3,1.994
1693,59.5,7,1.986
1694,24.75,1,1.998
1695,20.75,2,1.996
1696,16.75,0,2
1697,1.25,0,2
1698,43.5,5,1.99
1699,8,0,2
1700,3.25,0,2
1701,3.5,0,2
1702,374,801,0.398
1703,14.75,0,2
1704,10,0,2
1705,390.75,801,0.398
1706,381,758,0.484
1707,11.5,0,2
1708,300.25,818,0.364
1709,267.75,751,0.498
1710,39.25,1,1.998
1711,382.5,774,0.452
1712,283.25,815,0.37
1713,20,4,1.992
1714,363.25,803,0.394
1715,4,0,2
1716,11,0,2
1717,31.25,3,1.994
1718,300,820,0.36
1719,365.75,778,0.444
1720,308.5,825,0.35
1721,19.5,0,2
1722,2,0,2
1723,280.5,780,0.44
1724,11.75,0,2
1725,7,0,2
1726,2.25,0,2
1727,321.75,811,0.378
1728,277.75,777,0.446
1729,5.5,0,2
1730,28,3,1.994
1731,336,737,0.526
1732,284,764,0.472
1733,10,0,2
1734,291.25,817,0.366
1735,2.5,0,2
1736,32.75,0,2
1737,9,0,2
1738,15,1,1.998
1739,354.25,803,0.394
1740,6,0,2
1741,312.25,783,0.434
1742,321.25,771,0.458
1743,401.5,815,0.37
1744,299.75,775,0.45
1745,84.75,12,1.976
1746,1.25,0,2
1747,374.25,815,0.37
1748,34.75,1,1.998
1749,9,0,2
1750,316.25,817,0.366
1751,33,0,2
1752,23.5,0,2
1753,24.5,3,1.994
1754,310,840,0.32
1755,283.5,730,0.54
1756,312,818,0.364
1757,3,0,2
1758,9,0,2
1759,363.5,769,0.462
1760,7.5,0,2
1761,19.25,0,2
1762,425.5,799,0.402
1763,326.5,820,0.36
1764,9,0,2
1765,5.25,1,1.998
1766,5,0,2
1767,19,1,1.998
1768,7,0,2
1769,24.5,1,1.998
1770,5,0,2
1771,2.5,0,2
1772,394.25,798,0.404
1773,296.75,797,0.406
1774,10.5,0,2
1775,304,792,0.416
1776,37.25,0,2
1777,369.75,777,0.446
1778,18.25,1,1.998
1779,363.25,826,0.348
1780,5,0,2
1781,12.75,0,2
1782,12.25,1,1.998
1783,15.25,0,2
1784,11,1,1.998
1785,305.5,850,0.3
1786,12.25,0,2
1787,15,0,2
1788,422,827,0.346
1789,362,793,0.414
1790,10.75,0,2
1791,33,0,2
1792,19,1,1.998
1793,275.75,800,0.4
1794,310,786,0.428
1795,7.75,0,2
1796,367.75,825,0.35
1797,342,795,0.41
1798,431.75,783,0.434
1799,323.5,735,0.53
1800,295.25,770,0.46
1801,303,752,0.496
1802,282.5,768,0.464
1803,273,758,0.484
1804,9.75,0,2
1805,288.25,803,0.394
1806,8.5,0,2
1807,325.75,810,0.38
1808,346,806,0.388
1809,362.5,828,0.344
1810,345,789,0.422
1811,285.5,805,0.39
1812,4,0,2
1813,345.75,848,0.304
1814,44,1,1.998
1815,246,795,0.41
1816,54.75,6,1.988
1817,20.5,0,2
1818,290.5,822,0.356
1819,5,0,2
1820,52.75,3,1.994
1821,8.75,0,2
1822,34,3,1.994
1823,6.75,0,2
1824,351.25,821,0.358
1825,31.25,1,1.998
1826,27,0,2
1827,55.25,6,1.988
1828,4.25,0,2
1829,332.5,791,0.418
1830,352.25,801,0.398
1831,24.5,2,1.996
1832,400.25,837,0.326
1833,294.25,829,0.342
1834,28.5,0,2
1835,317.25,843,0.314
1836,8.5,0,2
1837,391.75,745,0.51
1838,9,0,2
1839,395.25,827,0.346
1840,7.5,0,2
1841,290.5,795,0.41
1842,319,825,0.35
1843,13.5,0,2
1844,76.25,10,1.98
1845,75.5,3,1.994
1846,34.25,4,1.992
1847,3,0,2
1848,337.5,849,0.302
1849,288.25,846,0.308
1850,253.25,802,0.396
1851,6.5,0,2
1852,260,782,0.436
1853,70.25,7,1.986
1854,337.25,804,0.392
1855,51.25,9,1.982
1856,10.25,0,2
1857,12.75,0,2
1858,445.75,805,0.39
1859,16.25,1,1.998
1860,22.75,3,1.994
1861,314.75,831,0.338
1862,3.5,0,2
1863,416.75,762,0.476
1864,271,823,0.354
1865,1.25,0,2
1866,320.25,832,0.336
1867,19,0,2
1868,3.75,0,2
1869,12.5,0,2
1870,272.5,790,0.42
1871,335.75,765,0.47
1872,13.25,0,2
1873,360,775,0.45
1874,441.25,770,0.46
1875,9.25,0,2
1876,382.25,750,0.5
1877,326.5,851,0.298
1878,380.5,823,0.354
1879,23.5,1,1.998
1880,12.75,1,1.998
1881,324.25,795,0.41
1882,280,768,0.464
1883,12,0,2
1884,319.25,770,0.46
1885,2.5,0,2
1886,302,766,0.468
1887,2.5,0,2
1888,315,828,0.344
1889,393.5,808,0.384
1890,17.75,1,1.998
1891,358.5,787,0.426
1892,22.25,4,1.992
1893,6,0,2
1894,328.25,833,0.334
1895,433,833,0.334
1896,36.25,4,1.992
1897,412.5,772,0.456
1898,317.5,782,0.436
1899,338.5,784,0.432
1900,274,814,0.372
1901,12,1,1.998
1902,17,0,2
1903,371.5,815,0.37
1904,352.75,819,0.362
1905,278.5,795,0.41
1906,9.25,0,2
1907,284.5,777,0.446
1908,411.75,810,0.38
1909,5.75,0,2
1910,37.75,2,1.996
1911,309.5,820,0.36
1912,364.75,802,0.396
1913,16.25,1,1.998
1914,5,0,2
1915,278,820,0.36
1916,5.25,0,2
1917,5,0,2
1918,269.75,853,0.294
1919,349.5,761,0.478
1920,262.75,842,0.316
1921,330.5,787,0.426
1922,296,838,0.324
1923,329,766,0.468
1924,20.5,0,2
1925,296.75,754,0.492
1926,309,822,0.356
1927,326,812,0.376
1928,38,0,2
1929,264.75,834,0.332
1930,18,0,2
1931,385.75,798,0.404
1932,313.75,752,0.496
1933,13.75,1,1.998
1934,310.5,732,0.536
1935,335.75,774,0.452
1936,16.75,0,2
1937,372.75,832,0.336
1938,278,831,0.338
1939,7,0,2
1940,7,0,2
1941,36.25,3,1.994
1942,8,0,2
1943,308.25,783,0.434
1944,11.25,0,2
1945,21.5,0,2
1946,375.5,722,0.556
1947,314.5,800,0.4
1948,292.5,861,0.278
1949,52,10,1.98
1950,287,784,0.432
1951,313.75,791,0.418
1952,298.25,746,0.508
1953,4,0,2
1954,330.25,840,0.32
1955,17.5,0,2
1956,10.75,0,2
1957,303.5,756,0.488
1958,22.5,0,2
1959,7.5,0,2
1960,11,0,2
1961,5.75,0,2
1962,303.25,794,0.412
1963,294,818,0.364
1964,322.5,825,0.35
1965,3.25,0,2
1966,261.5,769,0.462
1967,344,737,0.526
1968,17.75,0,2
1969,308.5,785,0.43
1970,13.75,0,2
1971,269,747,0.506
1972,510.25,781,0.438
1973,299.25,760,0.48
1974,13.25,2,1.996
1975,2,0,2
1976,2.75,0,2
1977,317.75,775,0.45
1978,291.75,846,0.308
1979,327.5,778,0.444
1980,293.5,817,0.366
1981,4.75,0,2
1982,44.5,3,1.994
1983,354.5,772,0.456
1984,274.25,829,0.342
1985,345.5,799,0.402
1986,25.25,2,1.996
1987,4.75,0,2
1988,67.5,2,1.996
1989,6,0,2
1990,273.25,745,0.51
1991,13.25,0,2
1992,399.5,830,0.34
1993,7,0,2
1994,271.5,764,0.472
1995,10.5,0,2
1996,335,829,0.342
1997,365.25,820,0.36
1998,26.5,4,1.992
1999,326.25,698,0.604
2000,9.5,0,2
2001,313.5,800,0.4
2002,25.25,1,1.998
2003,294.5,803,0.394
2004,14,0,2
2005,252.75,817,0.366
2006,6.25,0,2
2007,64.25,6,1.988
2008,306.75,798,0.404
2009,16.5,0,2
2010,16.25,1,1.998
2011,10.25,0,2
2012,2.75,0,2
2013,13.25,0,2
2014,9,0,2
2015,78.75,7,1.986
2016,41.25,3,1.994
2017,19,0,2
2018,43,4,1.992
2019,391.25,814,0.372
2020,321.25,804,0.392
2021,27.5,3,1.994
2022,25.5,1,1.998
2023,263.25,788,0.424
2024,296,770,0.46
2025,5.5,0,2
2026,18,0,2
2027,272.75,770,0.46
2028,307,815,0.37
2029,429.25,767,0.466
2030,7.25,0,2
2031,316.25,824,0.352
2032,281.5,818,0.364
2033,13,0,2
2034,289.75,818,0.364
2035,308.5,828,0.344
2036,12.5,0,2
2037,17.5,1,1.998
2038,259,781,0.438
2039,16.75,0,2
2040,24.25,3,1.994
2041,319.25,774,0.452
2042,365.5,785,0.43
2043,384.5,841,0.318
2044,323.25,764,0.472
2045,434.5,703,0.594
2046,297.25,824,0.352
2047,298.25,738,0.524
2048,21.25,0,2
2049,327.25,792,0.416
2050,16.75,0,2
2051,2,0,2
2052,35.5,6,1.988
2053,352.25,805,0.39
2054,301.25,798,0.404
2055,306,826,0.348
2056,353.5,808,0.384
2057,29.5,1,1.998
2058,5,0,2
2059,479,743,0.514
2060,64.5,16,1.968
2061,16.75,0,2
2062,331,793,0.414
2063,372.75,746,0.508
2064,23,3,1.994
2065,350.5,806,0.388
2066,24.25,1,1.998
2067,358.75,820,0.36
2068,296,795,0.41
2069,407.25,771,0.458
2070,334.5,804,0.392
2071,301.75,790,0.42
2072,88.5,14,1.972
2073,242.25,802,0.396
2074,1.5,0,2
2075,79.25,7,1.986
2076,377.5,828,0.344
2077,343.25,696,0.608
2078,23.25,0,2
2079,3.75,0,2
2080,298.75,797,0.406
2081,272.25,788,0.424
2082,11,0,2
2083,18.5,0,2
2084,14,0,2
2085,30.5,2,1.996
2086,371.75,787,0.426
2087,5.75,0,2
2088,10.5,0,2
2089,109.75,8,1.984
2090,8.75,0,2
2091,375.5,827,0.346
2092,8.5,0,2
2093,4.5,0,2
2094,10.5,0,2
2095,10.5,0,2
2096,401,815,0.37
2097,361,807,0.386
2098,387.25,810,0.38
2099,300,752,0.496
2100,305,803,0.394
2101,373,827,0.346
2102,8,0,2
2103,1.5,0,2
2104,11,0,2
2105,20,1,1.998
2106,17.5,0,2
2107,271.75,786,0.428
2108,385.25,744,0.512
2109,359.25,822,0.356
2110,28.75,1,1.998
2111,32.75,1,1.998
2112,354.5,780,0.44
2113,408.25,747,0.506
2114,21.25,1,1.998
2115,352,809,0.382
2116,5.25,0,2
2117,310.25,785,0.43
2118,349.5,806,0.388
2119,359.25,767,0.466
2120,29.25,2,1.996
2121,27.75,4,1.992
2122,328,772,0.456
2123,280.5,788,0.424
2124,294,845,0.31
2125,2.25,0,2
2126,341,803,0.394
2127,16.75,1,1.998
2128,371.75,800,0.4
2129,7.25,1,1.998
2130,344.5,745,0.51
2131,6.25,0,2
2132,394,801,0.398
2133,10.5,0,2
2134,1.5,0,2
2135,21,2,1.996
2136,410.25,836,0.328
2137,318.75,784,0.432
2138,393.75,783,0.434
2139,344.5,824,0.352
2140,320,807,0.386
2141,310,829,0.342
2142,399.25,831,0.338
2143,291.25,784,0.432
2144,4.75,0,2
2145,302,781,0.438
2146,314.25,783,0.434
2147,258.25,767,0.466
2148,21.75,1,1.998
2149,7.5,0,2
2150,389.25,829,0.342
2151,319.25,840,0.32
2152,31.75,1,1.998
2153,372.25,799,0.402
2154,75.75,4,1.992
2155,277.75,753,0.494
2156,274.25,781,0.438
2157,17.5,0,2
2158,38.25,2,1.996
2159,55,12,1.976
2160,294.25,817,0.366
2161,316.75,798,0.404
2162,26.5,0,2
2163,9.75,0,2
2164,10.5,0,2
2165,278,804,0.392
2166,4.75,0,2
2167,352.25,820,0.36
2168,9.25,0,2
2169,8.5,2,1.996
2170,324.5,830,0.34
2171,13.5,1,1.998
2172,407.5,826,0.348
2173,6,0,2
2174,335.5,785,0.43
2175,23.75,2,1.996
2176,9.5,0,2
2177,327.5,865,0.27
2178,336,809,0.382
2179,4,0,2
2180,55.25,4,1.992
2181,437.25,783,0.434
2182,5.25,0,2
2183,351.5,799,0.402
2184,361.25,755,0.49
2185,15,1,1.998
2186,351.75,816,0.368
2187,6.5,0,2
2188,62.5,3,1.994
2189,311,832,0.336
2190,479.5,759,0.482
2191,281.25,786,0.428
2192,293.25,810,0.38
2193,337.5,792,0.416
2194,29.25,1,1.998
2195,321.75,818,0.364
2196,277.25,843,0.314
2197,45.75,9,1.982
2198,12.75,2,1.996
2199,291,807,0.386
2200,6,0,2
2201,335,787,0.426
2202,23.5,2,1.996
2203,44.5,6,1.988
2204,1,0,2
2205,378.5,815,0.37
2206,323,838,0.324
2207,401.25,782,0.436
2208,5.75,0,2
2209,2.25,0,2
2210,277.25,818,0.364
2211,19.25,2,1.996
2212,51.75,6,1.988
2213,8.25,0,2
2214,27.75,1,1.998
2215,321.25,790,0.42
2216,9,1,1.998
2217,5.75,0,2
2218,333.5,814,0.372
2219,11.75,0,2
2220,4.75,0,2
2221,15.75,1,1.998
2222,9.5,0,2
2223,342.25,775,0.45
2224,330,749,0.502
2225,13.5,1,1.998
2226,318.5,845,0.31
2227,339.5,826,0.348
2228,14,0,2
2229,307.5,832,0.336
2230,28.25,2,1.996
2231,286,780,0.44
2232,414,744,0.512
2233,10.5,0,2
2234,3.25,0,2
2235,8.25,0,2
2236,349.25,787,0.426
2237,367,833,0.334
2238,3,0,2
2239,410,792,0.416
2240,316,794,0.412
2241,14.25,0,2
2242,306,817,0.366
2243,4.25,0,2
2244,266.25,775,0.45
2245,380.5,808,0.384
2246,31.75,3,1.994
2247,67,11,1.978
2248,384,787,0.426
2249,13.25,1,1.998
2250,346.75,822,0.356
2251,15.5,0,2
2252,321.25,777,0.446
2253,269.25,858,0.284
2254,286.25,805,0.39
2255,297,797,0.406
2256,3,0,2
2257,261.75,816,0.368
2258,17.5,0,2
2259,2.5,0,2
2260,12.25,0,2
2261,402.75,825,0.35
2262,16.25,0,2
2263,472.75,785,0.43
2264,282.75,852,0.296
2265,287.5,776,0.448
2266,337,808,0.384
2267,302.25,844,0.312
2268,4.75,0,2
2269,369,791,0.418
2270,53,8,1.984
2271,273.25,754,0.492
2272,27,1,1.998
2273,289,841,0.318
2274,5.5,0,2
2275,8,0,2
2276,12.5,0,2
2277,329.75,734,0.532
2278,271.5,821,0.358
2279,9,0,2
2280,264,757,0.486
2281,282,825,0.35
2282,282.5,803,0.394
2283,27,2,1.996
2284,317,767,0.466
2285,346.25,820,0.36
2286,330,774,0.452
2287,19.25,1,1.998
2288,4.75,1,1.998
2289,10,0,2
2290,329.25,798,0.404
2291,12.25,0,2
2292,14.25,0,2
2293,28.25,1,1.998
2294,303.75,830,0.34
2295,5.25,0,2
2296,3.5,0,2
2297,350.75,767,0.466
2298,13.75,0,2
2299,363.5,824,0.352
2300,297.5,777,0.446
2301,31.75,2,1.996
2302,386.25,794,0.412
2303,34,2,1.996
2304,271,813,0.374
2305,4.5,0,2
2306,6,0,2
2307,329.75,811,0.378
2308,1,0,2
2309,313.25,816,0.368
2310,61,4,1.992
2311,376.5,801,0.398
2312,16.25,0,2
2313,43.25,4,1.992
2314,6,0,2
2315,14,0,2
2316,316,781,0.438
2317,380,755,0.49
2318,387.75,813,0.374
2319,11,1,1.998
2320,316.25,773,0.454
2321,12,0,2
2322,16,1,1.998
2323,6.75,0,2
2324,290.25,787,0.426
2325,361.5,782,0.436
2326,5.5,0,2
2327,3,0,2
2328,38.5,2,1.996
2329,3.25,0,2
2330,11.5,2,1.996
2331,14,0,2
2332,13.25,0,2
2333,362.5,844,0.312
2334,11,0,2
2335,4.25,0,2
2336,4.5,0,2
2337,13.75,0,2
2338,323.5,829,0.342
2339,25.75,2,1.996
2340,313.75,788,0.424
2341,9.5,0,2
2342,330.75,798,0.404
2343,11.75,0,2
2344,8.25,0,2
2345,7.25,0,2
2346,351.25,823,0.354
2347,358.25,844,0.312
2348,4.25,0,2
2349,14.25,0,2
2350,334.25,753,0.494
2351,8,0,2
2352,281.5,831,0.338
2353,12.5,0,2
2354,22.75,1,1.998
2355,6.5,0,2
2356,364,806,0.388
2357,25.75,3,1.994
2358,341.75,831,0.338
2359,299,800,0.4
2360,340.75,843,0.314
2361,370.25,737,0.526
2362,340.75,813,0.374
2363,2.5,0,2
2364,18.75,1,1.998
2365,270.25,796,0.408
2366,45.75,4,1.992
2367,2.5,0,2
2368,10,0,2
2369,48,2,1.996
2370,6,0,2
2371,23,0,2
2372,13.5,0,2
2373,290.75,803,0.394
2374,291.5,768,0.464
2375,309.75,809,0.382
2376,342.25,787,0.426
2377,3.75,0,2
2378,299,763,0.474
2379,299.75,806,0.388
2380,272.75,761,0.478
2381,11.5,0,2
2382,275.5,804,0.392
2383,36,8,1.984
2384,9.25,0,2
2385,47.5,1,1.998
2386,287.5,812,0.376
2387,37.75,2,1.996
2388,9,0,2
2389,265.75,842,0.316
2390,16,1,1.998
2391,5.75,0,2
2392,69.25,4,1.992
2393,215.25,841,0.318
2394,322.25,800,0.4
2395,315.25,784,0.432
2396,334.5,797,0.406
2397,328,768,0.464
2398,355.5,784,0.432
2399,374.25,804,0.392
2400,6.25,0,2
2401,16.75,1,1.998
2402,305,795,0.41
2403,273,805,0.39
2404,30.25,1,1.998
2405,32.75,0,2
2406,321.25,799,0.402
2407,7.5,0,2
2408,25,0,2
2409,7,0,2
2410,1.25,0,2
2411,340,746,0.508
2412,308,767,0.466
2413,21.75,1,1.998
2414,461,801,0.398
2415,384.25,775,0.45
2416,241,753,0.494
2417,405.75,786,0.428
2418,318.5,804,0.392
2419,315,789,0.422
2420,9.75,0,2
2421,314.75,831,0.338
2422,50.5,2,1.996
2423,349.25,815,0.37
2424,346.75,810,0.38
2425,13.75,0,2
2426,5.25,0,2
2427,313.25,817,0.366
2428,3,0,2
2429,355.75,808,0.384
2430,4.25,0,2
2431,303,796,0.408
2432,6.75,0,2
2433,6.5,0,2
2434,396.75,819,0.362
2435,387,816,0.368
2436,334.25,837,0.326
2437,424.25,795,0.41
2438,12.5,0,2
2439,4.5,0,2
2440,10.5,0,2
2441,6.75,0,2
2442,308,835,0.33
2443,365.25,807,0.386
2444,341.5,776,0.448
2445,16.25,0,2
2446,20.5,3,1.994
2447,380.25,800,0.4
2448,16.25,0,2
2449,354.75,784,0.432
2450,358.5,769,0.462
2451,358.75,794,0.412
