r.num,Epidemic,Duration,
2500,802.00,243.00,
2501,777.00,195.00,
2502,10.00,102.50,
2503,1.00,13.50,
2504,822.00,230.50,
2505,1.00,17.50,
2506,780.00,265.00,
2507,781.00,237.50,
2508,792.00,259.50,
2509,784.00,304.50,
2510,821.00,293.00,
2511,810.00,300.00,
2512,810.00,228.50,
2513,780.00,206.00,
2514,817.00,210.00,
2515,800.00,314.50,
2516,842.00,284.00,
2517,778.00,212.50,
2518,0.00,41.50,
2519,802.00,249.00,
2520,831.00,238.00,
2521,0.00,10.50,
2522,753.00,240.00,
2523,818.00,211.00,
2524,0.00,8.50,
2525,1.00,29.50,
2526,3.00,24.00,
2527,789.00,230.50,
2528,775.00,271.00,
2529,0.00,11.50,
2530,2.00,33.50,
2531,817.00,225.00,
2532,4.00,39.50,
2533,813.00,263.50,
2534,0.00,13.00,
2535,0.00,15.50,
2536,744.00,328.00,
2537,834.00,211.00,
2538,818.00,213.50,
2539,791.00,243.00,
2540,794.00,257.00,
2541,793.00,271.00,
2542,784.00,253.00,
2543,769.00,246.50,
2544,789.00,269.00,
2545,789.00,211.00,
2546,0.00,18.00,
2547,0.00,15.50,
2548,749.00,263.50,
2549,827.00,262.50,
2550,803.00,234.00,
2551,828.00,274.00,
2552,1.00,30.00,
2553,817.00,288.50,
2554,812.00,256.00,
2555,0.00,14.00,
2556,812.00,251.00,
2557,1.00,23.00,
2558,0.00,7.50,
2559,797.00,216.00,
2560,1.00,40.00,
2561,770.00,294.50,
2562,1.00,15.00,
2563,0.00,17.00,
2564,775.00,317.50,
2565,0.00,13.00,
2566,2.00,43.00,
2567,1.00,8.50,
2568,809.00,260.50,
2569,4.00,44.00,
2570,823.00,218.00,
2571,839.00,218.00,
2572,1.00,31.00,
2573,0.00,22.00,
2574,788.00,305.50,
2575,784.00,217.50,
2576,786.00,248.50,
2577,813.00,258.00,
2578,796.00,285.50,
2579,794.00,251.50,
2580,819.00,224.00,
2581,791.00,295.00,
2582,797.00,254.50,
2583,793.00,255.00,
2584,817.00,265.00,
2585,798.00,271.50,
2586,779.00,286.50,
2587,792.00,222.50,
2588,802.00,286.00,
2589,811.00,209.50,
2590,0.00,7.50,
2591,0.00,12.00,
2592,0.00,18.00,
2593,728.00,229.50,
2594,805.00,274.00,
2595,814.00,263.50,
2596,0.00,11.50,
2597,838.00,211.50,
2598,863.00,208.00,
2599,802.00,255.50,
2600,2.00,38.50,
2601,1.00,25.00,
2602,807.00,272.50,
2603,0.00,31.50,
2604,777.00,233.00,
2605,791.00,220.50,
2606,829.00,271.00,
2607,2.00,44.50,
2608,845.00,241.50,
2609,769.00,286.50,
2610,843.00,223.50,
2611,820.00,216.50,
2612,794.00,225.00,
2613,0.00,17.50,
2614,816.00,244.00,
2615,1.00,7.50,
2616,0.00,26.00,
2617,763.00,240.50,
2618,764.00,286.50,
2619,0.00,14.50,
2620,0.00,7.50,
2621,0.00,13.50,
2622,768.00,350.50,
2623,804.00,291.50,
2624,0.00,11.00,
2625,805.00,238.00,
2626,826.00,227.00,
2627,799.00,220.00,
2628,0.00,14.00,
2629,9.00,58.00,
2630,1.00,28.50,
2631,0.00,5.50,
2632,795.00,252.50,
2633,784.00,253.00,
2634,822.00,245.50,
2635,0.00,23.00,
2636,759.00,277.50,
2637,816.00,259.50,
2638,5.00,59.50,
2639,805.00,252.50,
2640,775.00,277.50,
2641,791.00,241.00,
2642,0.00,13.00,
2643,816.00,230.00,
2644,783.00,219.00,
2645,806.00,238.00,
2646,806.00,289.00,
2647,814.00,286.00,
2648,0.00,7.50,
2649,831.00,193.50,
2650,799.00,269.00,
2651,805.00,271.50,
2652,811.00,266.50,
2653,827.00,230.00,
2654,849.00,213.50,
2655,779.00,233.50,
2656,800.00,237.00,
2657,805.00,242.50,
2658,811.00,342.50,
2659,792.00,245.00,
2660,788.00,260.00,
2661,3.00,35.00,
2662,786.00,287.50,
2663,0.00,8.00,
2664,767.00,214.50,
2665,2.00,23.00,
2666,774.00,264.00,
2667,0.00,7.50,
2668,759.00,250.50,
2669,770.00,245.50,
2670,0.00,17.00,
2671,809.00,247.50,
2672,0.00,11.00,
2673,787.00,260.00,
2674,1.00,15.00,
2675,1.00,8.50,
2676,781.00,230.50,
2677,823.00,260.00,
2678,1.00,27.00,
2679,782.00,237.50,
2680,0.00,15.00,
2681,807.00,287.00,
2682,757.00,228.00,
2683,832.00,226.50,
2684,0.00,27.50,
2685,780.00,257.00,
2686,782.00,288.50,
2687,835.00,243.50,
2688,761.00,269.00,
2689,0.00,14.00,
2690,1.00,29.50,
2691,831.00,274.50,
2692,822.00,222.00,
2693,766.00,332.50,
2694,2.00,52.00,
2695,801.00,248.00,
2696,777.00,217.50,
2697,0.00,10.00,
2698,756.00,393.50,
2699,738.00,301.50,
2700,0.00,11.50,
2701,810.00,230.50,
2702,774.00,262.00,
2703,815.00,262.50,
2704,805.00,263.00,
2705,0.00,10.00,
2706,0.00,15.00,
2707,790.00,294.50,
2708,851.00,264.00,
2709,811.00,247.50,
2710,813.00,283.50,
2711,1.00,35.00,
2712,769.00,227.00,
2713,3.00,48.00,
2714,0.00,8.00,
2715,0.00,9.00,
2716,844.00,255.00,
2717,826.00,236.50,
2718,0.00,7.00,
2719,791.00,261.50,
2720,0.00,12.50,
2721,819.00,253.50,
2722,0.00,24.50,
2723,787.00,261.50,
2724,812.00,207.50,
2725,796.00,198.50,
2726,828.00,250.50,
2727,786.00,289.50,
2728,0.00,5.50,
2729,1.00,26.00,
2730,786.00,295.50,
2731,0.00,14.50,
2732,4.00,53.00,
2733,816.00,331.00,
2734,786.00,304.50,
2735,810.00,246.50,
2736,771.00,219.00,
2737,823.00,229.50,
2738,809.00,303.50,
2739,2.00,36.00,
2740,770.00,238.00,
2741,848.00,253.50,
2742,794.00,251.50,
2743,790.00,252.50,
2744,810.00,223.00,
2745,4.00,40.50,
2746,768.00,260.50,
2747,1.00,28.00,
2748,817.00,240.50,
2749,792.00,236.50,
2750,779.00,262.00,
2751,853.00,287.00,
2752,820.00,212.00,
2753,0.00,13.00,
2754,826.00,260.50,
2755,0.00,12.00,
2756,789.00,314.00,
2757,792.00,243.50,
2758,795.00,216.50,
2759,826.00,256.00,
2760,795.00,313.50,
2761,801.00,237.00,
2762,793.00,237.50,
2763,794.00,247.00,
2764,781.00,270.00,
2765,0.00,11.50,
2766,0.00,5.00,
2767,0.00,12.50,
2768,0.00,8.50,
2769,786.00,265.00,
2770,0.00,7.00,
2771,820.00,311.50,
2772,833.00,237.00,
2773,782.00,322.00,
2774,0.00,11.50,
2775,804.00,232.50,
2776,0.00,22.00,
2777,1.00,19.50,
2778,0.00,13.00,
2779,798.00,250.50,
2780,804.00,282.00,
2781,0.00,7.00,
2782,0.00,17.50,
2783,1.00,34.00,
2784,761.00,255.50,
2785,815.00,247.50,
2786,0.00,15.50,
2787,751.00,237.50,
2788,806.00,215.00,
2789,802.00,240.50,
2790,0.00,14.50,
2791,9.00,69.00,
2792,810.00,228.50,
2793,785.00,284.00,
2794,1.00,11.50,
2795,0.00,11.50,
2796,0.00,15.00,
2797,813.00,247.00,
2798,833.00,315.00,
2799,1.00,26.00,
2800,2.00,20.00,
2801,836.00,242.50,
2802,796.00,319.00,
2803,796.00,259.00,
2804,800.00,297.50,
2805,816.00,243.00,
2806,818.00,295.00,
2807,828.00,291.50,
2808,0.00,18.00,
2809,794.00,251.50,
2810,834.00,237.50,
2811,789.00,254.00,
2812,767.00,225.00,
2813,817.00,248.50,
2814,764.00,266.00,
2815,831.00,252.50,
2816,812.00,274.50,
2817,1.00,27.50,
2818,759.00,232.00,
2819,797.00,316.00,
2820,806.00,221.00,
2821,4.00,38.00,
2822,782.00,285.50,
2823,756.00,220.00,
2824,798.00,243.00,
2825,791.00,249.00,
2826,811.00,220.50,
2827,808.00,200.50,
2828,0.00,20.50,
2829,837.00,242.00,
2830,803.00,246.00,
2831,12.00,98.00,
2832,837.00,221.00,
2833,0.00,12.50,
2834,798.00,258.00,
2835,821.00,242.00,
2836,784.00,245.50,
2837,0.00,24.00,
2838,789.00,247.00,
2839,835.00,289.50,
2840,761.00,265.00,
2841,742.00,303.00,
2842,2.00,26.50,
2843,801.00,313.50,
2844,781.00,306.00,
2845,787.00,297.00,
2846,767.00,265.50,
2847,0.00,37.00,
2848,818.00,291.00,
2849,1.00,12.00,
2850,3.00,38.00,
2851,0.00,12.50,
2852,796.00,230.50,
2853,790.00,323.00,
2854,3.00,36.00,
2855,0.00,15.50,
2856,1.00,30.00,
2857,7.00,104.00,
2858,772.00,268.00,
2859,808.00,233.50,
2860,785.00,317.50,
2861,0.00,21.00,
2862,781.00,223.50,
2863,0.00,11.00,
2864,771.00,316.00,
2865,0.00,9.00,
2866,779.00,280.00,
2867,817.00,219.00,
2868,2.00,21.50,
2869,796.00,217.50,
2870,0.00,16.50,
2871,764.00,240.00,
2872,791.00,206.00,
2873,3.00,63.50,
2874,830.00,275.50,
2875,784.00,274.50,
2876,816.00,294.50,
2877,5.00,32.00,
2878,842.00,212.50,
2879,754.00,253.50,
2880,762.00,367.50,
2881,0.00,12.00,
2882,3.00,37.00,
2883,3.00,47.50,
2884,2.00,33.50,
2885,777.00,222.00,
2886,835.00,268.00,
2887,803.00,269.50,
2888,767.00,326.50,
2889,824.00,408.00,
2890,773.00,224.00,
2891,789.00,205.50,
2892,747.00,235.00,
2893,796.00,278.00,
2894,1.00,11.50,
2895,828.00,254.50,
2896,1.00,14.50,
2897,0.00,6.00,
2898,773.00,263.50,
2899,788.00,224.00,
2900,793.00,280.00,
2901,771.00,223.00,
2902,788.00,248.00,
2903,802.00,271.50,
2904,807.00,267.00,
2905,804.00,324.50,
2906,0.00,23.50,
2907,813.00,265.00,
2908,842.00,282.50,
2909,819.00,241.50,
2910,5.00,38.00,
2911,839.00,276.00,
2912,0.00,4.50,
2913,7.00,46.50,
2914,793.00,267.00,
2915,831.00,207.00,
2916,828.00,251.50,
2917,799.00,277.00,
2918,809.00,215.50,
2919,802.00,248.50,
2920,778.00,393.50,
2921,835.00,308.50,
2922,808.00,307.00,
2923,814.00,224.50,
2924,0.00,12.50,
2925,789.00,292.00,
2926,824.00,304.50,
2927,5.00,46.00,
2928,766.00,212.50,
2929,801.00,268.00,
2930,805.00,239.00,
2931,843.00,232.50,
2932,0.00,7.50,
2933,1.00,9.50,
2934,0.00,13.50,
2935,0.00,13.00,
2936,773.00,236.50,
2937,795.00,233.00,
2938,3.00,37.50,
2939,801.00,252.00,
2940,796.00,245.00,
2941,777.00,244.00,
2942,1.00,11.50,
2943,1.00,25.00,
2944,3.00,34.00,
2945,806.00,358.50,
2946,799.00,359.50,
2947,0.00,23.50,
2948,772.00,262.00,
2949,748.00,230.50,
2950,0.00,12.50,
2951,813.00,310.00,
2952,800.00,226.00,
2953,747.00,210.50,
2954,787.00,292.50,
2955,810.00,244.50,
2956,0.00,8.00,
2957,811.00,255.00,
2958,0.00,14.50,
2959,1.00,25.50,
2960,0.00,14.50,
2961,834.00,260.00,
2962,820.00,233.50,
2963,764.00,257.50,
2964,1.00,23.00,
2965,817.00,251.50,
2966,805.00,245.50,
2967,0.00,18.50,
2968,0.00,11.00,
2969,0.00,15.50,
2970,1.00,11.50,
2971,797.00,228.00,
2972,789.00,245.50,
2973,784.00,276.50,
2974,802.00,219.50,
2975,811.00,250.00,
2976,0.00,13.00,
2977,813.00,225.50,
2978,815.00,288.50,
2979,804.00,331.00,
2980,785.00,264.50,
2981,1.00,9.50,
2982,805.00,282.00,
2983,761.00,354.00,
2984,826.00,254.50,
2985,6.00,79.00,
2986,0.00,9.50,
2987,0.00,23.50,
2988,0.00,10.00,
2989,805.00,252.00,
2990,784.00,214.00,
2991,0.00,10.50,
2992,784.00,300.50,
2993,0.00,14.00,
2994,0.00,13.50,
2995,787.00,248.00,
2996,830.00,225.50,
2997,778.00,219.50,
2998,847.00,214.00,
2999,799.00,266.00,
3000,5.00,48.50,
3001,813.00,256.50,
3002,786.00,202.50,
3003,0.00,6.50,
3004,765.00,277.00,
3005,828.00,270.50,
3006,2.00,23.00,
3007,799.00,241.50,
3008,788.00,231.00,
3009,2.00,10.50,
3010,814.00,326.50,
3011,0.00,23.00,
3012,849.00,296.00,
3013,2.00,48.50,
3014,769.00,283.00,
3015,5.00,34.50,
3016,0.00,13.00,
3017,772.00,216.50,
3018,0.00,19.50,
3019,0.00,7.50,
3020,808.00,236.50,
3021,7.00,69.00,
3022,1.00,18.50,
3023,0.00,20.50,
3024,783.00,276.50,
3025,799.00,244.50,
3026,779.00,279.00,
3027,827.00,252.00,
3028,804.00,222.50,
3029,812.00,212.50,
3030,834.00,234.00,
3031,808.00,236.50,
3032,1.00,16.00,
3033,786.00,268.50,
3034,810.00,257.50,
3035,848.00,301.50,
3036,822.00,277.00,
3037,813.00,225.50,
3038,803.00,296.00,
3039,1.00,19.00,
3040,821.00,250.50,
3041,833.00,230.00,
3042,0.00,15.00,
3043,1.00,19.50,
3044,771.00,229.00,
3045,0.00,19.50,
3046,1.00,25.00,
3047,851.00,237.00,
3048,765.00,249.00,
3049,0.00,15.00,
3050,783.00,300.00,
3051,0.00,15.00,
3052,0.00,12.00,
3053,826.00,269.50,
3054,0.00,11.00,
3055,0.00,11.00,
3056,1.00,17.50,
3057,771.00,219.50,
3058,833.00,259.50,
3059,1.00,15.50,
3060,815.00,230.00,
3061,0.00,27.00,
3062,795.00,244.00,
3063,802.00,206.00,
3064,774.00,239.50,
3065,740.00,328.00,
3066,816.00,261.50,
3067,7.00,36.50,
3068,0.00,25.00,
3069,793.00,250.50,
3070,795.00,229.50,
3071,757.00,274.50,
3072,771.00,245.50,
3073,0.00,32.00,
3074,0.00,19.50,
3075,0.00,5.50,
3076,0.00,9.00,
3077,0.00,30.00,
3078,781.00,248.00,
3079,0.00,12.50,
3080,768.00,265.00,
3081,0.00,16.00,
3082,801.00,267.00,
3083,789.00,251.00,
3084,844.00,251.00,
3085,793.00,301.00,
3086,796.00,285.50,
3087,794.00,220.00,
3088,0.00,13.00,
3089,765.00,260.50,
3090,758.00,255.00,
3091,786.00,265.50,
3092,1.00,22.50,
3093,780.00,209.00,
3094,795.00,242.00,
3095,782.00,215.00,
3096,819.00,251.00,
3097,810.00,263.00,
3098,784.00,362.50,
3099,784.00,253.50,
3100,0.00,21.50,
3101,808.00,255.50,
3102,804.00,291.50,
3103,0.00,25.50,
3104,847.00,296.00,
3105,803.00,226.50,
3106,797.00,251.50,
3107,770.00,275.00,
3108,0.00,7.50,
3109,1.00,13.50,
3110,806.00,271.50,
3111,4.00,32.00,
3112,0.00,16.00,
3113,783.00,281.50,
3114,789.00,320.50,
3115,2.00,33.00,
3116,798.00,266.50,
3117,4.00,23.50,
3118,0.00,20.00,
3119,784.00,265.00,
3120,1.00,27.50,
3121,787.00,256.00,
3122,786.00,242.50,
3123,2.00,30.00,
3124,4.00,31.50,
3125,737.00,356.00,
3126,797.00,277.00,
3127,781.00,205.00,
3128,790.00,268.00,
3129,784.00,275.50,
3130,793.00,251.50,
3131,757.00,249.50,
3132,790.00,250.00,
3133,839.00,205.50,
3134,2.00,24.50,
3135,763.00,298.00,
3136,794.00,253.00,
3137,783.00,343.00,
3138,787.00,247.50,
3139,0.00,26.50,
3140,776.00,255.50,
3141,785.00,219.00,
3142,823.00,225.00,
3143,801.00,223.00,
3144,0.00,15.50,
3145,1.00,18.00,
3146,3.00,39.50,
3147,801.00,253.00,
3148,832.00,242.00,
3149,836.00,253.50,
3150,793.00,264.50,
3151,812.00,280.50,
3152,0.00,18.50,
3153,768.00,376.50,
3154,847.00,263.00,
3155,1.00,13.00,
3156,811.00,208.50,
3157,0.00,5.50,
3158,779.00,252.00,
3159,0.00,13.00,
3160,750.00,267.00,
3161,806.00,237.50,
3162,819.00,192.50,
3163,872.00,284.50,
3164,0.00,15.00,
3165,0.00,15.00,
3166,771.00,277.50,
3167,771.00,277.00,
3168,765.00,234.00,
3169,818.00,245.00,
3170,0.00,15.00,
3171,0.00,16.50,
3172,781.00,283.00,
3173,1.00,20.50,
3174,0.00,13.50,
3175,824.00,237.50,
3176,803.00,269.50,
3177,783.00,234.50,
3178,803.00,238.00,
3179,792.00,244.50,
3180,818.00,268.00,
3181,772.00,277.50,
3182,0.00,10.50,
3183,834.00,251.50,
3184,796.00,220.50,
3185,779.00,307.00,
3186,805.00,248.50,
3187,0.00,8.50,
3188,811.00,177.50,
3189,1.00,35.50,
3190,0.00,16.00,
3191,800.00,325.00,
3192,0.00,7.00,
3193,812.00,242.50,
3194,813.00,292.50,
3195,795.00,232.00,
3196,811.00,263.00,
3197,813.00,237.00,
3198,807.00,284.00,
3199,834.00,258.50,
3200,0.00,3.00,
3201,806.00,255.00,
3202,805.00,254.00,
3203,781.00,350.50,
3204,765.00,266.50,
3205,814.00,307.50,
3206,815.00,284.50,
3207,772.00,198.50,
3208,791.00,274.00,
3209,775.00,271.50,
3210,823.00,237.00,
3211,813.00,261.50,
3212,784.00,259.00,
3213,813.00,221.00,
3214,0.00,7.00,
3215,731.00,280.50,
3216,0.00,23.50,
3217,825.00,231.00,
3218,0.00,9.00,
3219,784.00,274.50,
3220,806.00,275.00,
3221,828.00,250.50,
3222,0.00,25.50,
3223,798.00,343.00,
3224,833.00,266.50,
3225,803.00,275.50,
3226,819.00,311.00,
3227,845.00,211.50,
3228,0.00,14.50,
3229,804.00,303.00,
3230,767.00,247.50,
3231,810.00,244.00,
3232,1.00,14.00,
3233,764.00,309.00,
3234,849.00,248.50,
3235,770.00,244.50,
3236,766.00,247.00,
3237,0.00,12.00,
3238,806.00,211.50,
3239,831.00,243.00,
3240,735.00,283.50,
3241,0.00,3.00,
3242,813.00,236.00,
3243,1.00,11.00,
3244,763.00,206.50,
3245,825.00,345.50,
3246,780.00,220.50,
3247,793.00,274.00,
3248,781.00,250.50,
3249,785.00,254.00,
3250,770.00,257.00,
3251,770.00,263.50,
3252,0.00,10.50,
3253,774.00,228.50,
3254,1.00,12.00,
3255,3.00,19.50,
3256,814.00,195.00,
3257,787.00,361.50,
3258,0.00,9.00,
3259,840.00,251.50,
3260,753.00,217.00,
3261,805.00,219.50,
3262,787.00,246.50,
3263,2.00,25.00,
3264,803.00,285.50,
3265,833.00,203.00,
3266,0.00,5.50,
3267,771.00,264.00,
3268,824.00,199.00,
3269,772.00,243.50,
3270,0.00,17.00,
3271,0.00,27.50,
3272,775.00,242.00,
3273,808.00,240.50,
3274,803.00,247.00,
3275,829.00,247.00,
3276,778.00,317.00,
3277,767.00,254.50,
3278,805.00,242.50,
3279,791.00,309.00,
3280,756.00,234.50,
3281,0.00,10.00,
3282,833.00,311.00,
3283,791.00,288.00,
3284,821.00,245.50,
3285,822.00,254.50,
3286,798.00,280.50,
3287,824.00,275.50,
3288,2.00,39.50,
3289,828.00,231.00,
3290,1.00,44.00,
3291,845.00,215.50,
3292,2.00,31.50,
3293,806.00,245.00,
3294,786.00,296.50,
3295,1.00,28.00,
3296,773.00,250.00,
3297,0.00,11.00,
3298,795.00,299.00,
3299,771.00,265.00,
3300,784.00,281.50,
3301,0.00,12.00,
3302,821.00,279.00,
3303,806.00,215.00,
3304,807.00,280.00,
3305,0.00,12.00,
3306,821.00,248.00,
3307,767.00,262.00,
3308,823.00,237.00,
3309,780.00,270.00,
3310,835.00,259.50,
3311,811.00,233.00,
3312,0.00,11.00,
3313,831.00,239.00,
3314,750.00,230.00,
3315,805.00,276.50,
3316,761.00,248.50,
3317,791.00,306.00,
3318,786.00,256.50,
3319,772.00,260.50,
3320,777.00,276.50,
3321,812.00,251.00,
3322,0.00,10.50,
3323,789.00,282.50,
3324,3.00,40.00,
3325,0.00,13.00,
3326,801.00,294.00,
3327,1.00,28.50,
3328,795.00,244.50,
3329,1.00,60.00,
3330,822.00,312.50,
3331,768.00,313.50,
3332,799.00,270.50,
3333,1.00,9.50,
3334,1.00,18.50,
3335,843.00,257.00,
3336,831.00,244.00,
3337,785.00,265.00,
3338,834.00,243.50,
3339,1.00,20.00,
3340,781.00,252.50,
3341,787.00,227.50,
3342,0.00,4.50,
3343,1.00,16.50,
3344,821.00,269.00,
3345,6.00,31.50,
3346,0.00,21.50,
3347,810.00,242.50,
3348,832.00,238.00,
3349,757.00,287.00,
3350,817.00,206.00,
3351,805.00,281.00,
3352,828.00,247.50,
3353,0.00,6.00,
3354,0.00,15.00,
3355,766.00,227.50,
3356,0.00,17.50,
3357,805.00,259.50,
3358,785.00,265.50,
3359,0.00,24.50,
3360,786.00,245.00,
3361,767.00,284.00,
3362,0.00,13.00,
3363,0.00,13.00,
3364,2.00,19.00,
3365,810.00,279.00,
3366,837.00,276.50,
3367,0.00,7.50,
3368,791.00,281.00,
3369,812.00,257.50,
3370,811.00,285.00,
3371,806.00,244.50,
3372,0.00,20.00,
3373,0.00,19.00,
3374,775.00,207.00,
3375,4.00,68.00,
3376,788.00,267.00,
3377,1.00,16.00,
3378,793.00,236.00,
3379,816.00,263.50,
3380,4.00,43.00,
3381,0.00,11.00,
3382,4.00,47.50,
3383,787.00,287.00,
3384,817.00,234.00,
3385,793.00,224.00,
3386,5.00,32.00,
3387,0.00,12.00,
3388,0.00,25.50,
3389,822.00,233.00,
3390,2.00,35.00,
3391,822.00,224.00,
3392,765.00,259.50,
3393,741.00,237.50,
3394,1.00,14.50,
3395,799.00,245.50,
3396,765.00,308.00,
3397,0.00,25.00,
3398,835.00,221.00,
3399,766.00,314.50,
3400,819.00,237.50,
3401,828.00,269.50,
3402,0.00,19.00,
3403,772.00,310.50,
3404,0.00,12.00,
3405,785.00,326.00,
3406,755.00,253.50,
3407,832.00,298.00,
3408,774.00,314.50,
3409,793.00,247.00,
3410,0.00,4.50,
3411,794.00,240.00,
3412,838.00,243.50,
3413,1.00,14.50,
3414,757.00,294.50,
3415,842.00,245.00,
3416,0.00,22.00,
3417,736.00,198.50,
3418,0.00,16.50,
3419,0.00,14.50,
3420,750.00,290.50,
3421,0.00,8.00,
3422,805.00,250.50,
3423,816.00,228.50,
3424,788.00,299.00,
3425,8.00,80.50,
3426,0.00,33.50,
3427,1.00,28.50,
3428,801.00,270.50,
3429,844.00,254.00,
3430,800.00,266.00,
3431,1.00,17.00,
3432,0.00,23.00,
3433,3.00,51.50,
3434,0.00,16.50,
3435,789.00,310.50,
3436,805.00,260.50,
3437,5.00,53.50,
3438,0.00,17.00,
3439,788.00,249.00,
3440,1.00,31.00,
3441,818.00,253.00,
3442,0.00,6.00,
3443,0.00,12.00,
3444,808.00,248.00,
3445,0.00,18.50,
3446,828.00,232.00,
3447,0.00,12.00,
3448,802.00,231.00,
3449,814.00,214.50,
3450,811.00,248.00,
3451,807.00,257.00,
3452,772.00,245.00,
3453,836.00,258.00,
3454,788.00,282.00,
3455,0.00,26.00,
3456,790.00,252.00,
3457,0.00,12.50,
3458,1.00,34.00,
3459,783.00,290.00,
3460,1.00,25.50,
3461,763.00,262.00,
3462,778.00,253.50,
3463,794.00,272.50,
3464,753.00,244.00,
3465,803.00,244.50,
3466,783.00,261.00,
3467,0.00,15.50,
3468,820.00,234.00,
3469,1.00,27.00,
3470,2.00,60.00,
3471,750.00,233.00,
3472,0.00,27.50,
3473,764.00,341.50,
3474,808.00,278.00,
3475,799.00,327.00,
3476,756.00,278.50,
3477,759.00,235.50,
3478,0.00,8.50,
3479,809.00,268.00,
3480,794.00,245.00,
3481,799.00,267.00,
3482,731.00,318.00,
3483,816.00,213.00,
3484,835.00,277.50,
3485,0.00,12.50,
3486,2.00,27.50,
3487,748.00,455.50,
3488,808.00,240.00,
3489,822.00,318.00,
3490,0.00,4.50,
3491,1.00,18.00,
3492,806.00,228.50,
3493,797.00,214.00,
3494,0.00,10.50,
3495,837.00,250.00,
3496,1.00,24.00,
3497,768.00,308.50,
3498,1.00,40.50,
3499,0.00,10.00,
3500,1.00,13.00,
3501,2.00,34.50,
3502,797.00,217.00,
3503,825.00,246.50,
3504,0.00,15.50,
3505,837.00,273.00,
3506,827.00,229.50,
3507,800.00,220.50,
3508,0.00,14.50,
3509,811.00,288.00,
3510,809.00,265.50,
3511,809.00,245.50,
3512,1.00,22.50,
3513,792.00,295.50,
3514,790.00,273.50,
3515,0.00,4.00,
3516,7.00,63.50,
3517,0.00,6.00,
3518,815.00,267.00,
3519,840.00,245.00,
3520,790.00,254.00,
3521,803.00,216.50,
3522,1.00,18.00,
3523,797.00,268.50,
3524,810.00,280.00,
3525,772.00,234.00,
3526,789.00,272.00,
3527,0.00,13.00,
3528,821.00,293.50,
3529,788.00,264.00,
3530,776.00,244.50,
3531,0.00,22.50,
3532,0.00,23.00,
3533,813.00,239.00,
3534,0.00,19.00,
3535,805.00,242.50,
3536,809.00,252.00,
3537,0.00,35.00,
3538,825.00,289.00,
3539,764.00,356.00,
3540,728.00,206.00,
3541,800.00,240.00,
3542,795.00,214.00,
3543,3.00,21.00,
3544,2.00,27.00,
3545,789.00,274.00,
3546,0.00,37.00,
3547,824.00,304.00,
3548,813.00,235.50,
3549,0.00,10.50,
3550,797.00,257.00,
3551,857.00,347.50,
3552,1.00,17.50,
3553,776.00,251.00,
3554,804.00,264.50,
3555,826.00,293.50,
3556,814.00,320.50,
3557,771.00,241.50,
3558,0.00,24.00,
3559,1.00,8.00,
3560,763.00,293.00,
3561,0.00,23.00,
3562,821.00,370.50,
3563,0.00,8.50,
3564,811.00,236.00,
3565,805.00,251.00,
3566,782.00,249.00,
3567,789.00,228.00,
3568,0.00,10.50,
3569,791.00,251.00,
3570,2.00,13.50,
3571,0.00,13.50,
3572,758.00,261.00,
3573,773.00,260.00,
3574,790.00,262.00,
3575,822.00,273.50,
3576,794.00,338.00,
3577,2.00,46.50,
3578,783.00,247.00,
3579,814.00,305.50,
3580,0.00,16.00,
3581,797.00,253.00,
3582,820.00,264.00,
3583,818.00,256.50,
3584,805.00,258.50,
3585,810.00,227.00,
3586,0.00,7.00,
3587,793.00,264.00,
3588,800.00,231.50,
3589,775.00,263.00,
3590,1.00,25.50,
3591,797.00,249.50,
3592,7.00,47.00,
3593,844.00,230.50,
3594,774.00,268.50,
3595,834.00,250.50,
3596,0.00,9.00,
3597,0.00,21.50,
3598,793.00,246.00,
3599,792.00,243.00,
3600,817.00,260.00,
3601,1.00,19.00,
3602,813.00,312.50,
3603,0.00,18.00,
3604,0.00,11.50,
3605,0.00,16.50,
3606,784.00,308.50,
3607,1.00,18.00,
3608,784.00,338.50,
3609,814.00,262.00,
3610,3.00,40.00,
3611,0.00,24.00,
3612,2.00,25.50,
3613,779.00,230.50,
3614,1.00,14.00,
3615,818.00,232.00,
3616,811.00,242.00,
3617,763.00,273.50,
3618,0.00,12.50,
3619,0.00,17.00,
3620,1.00,22.00,
3621,794.00,285.00,
3622,0.00,30.00,
3623,767.00,224.50,
3624,818.00,237.50,
3625,792.00,217.00,
3626,0.00,8.00,
3627,789.00,333.50,
3628,7.00,42.50,
3629,792.00,241.50,
3630,0.00,10.00,
3631,852.00,252.00,
3632,1.00,6.50,
3633,1.00,18.50,
3634,0.00,17.00,
3635,792.00,299.00,
3636,0.00,9.00,
3637,815.00,298.00,
3638,0.00,24.50,
3639,776.00,240.50,
3640,808.00,253.50,
3641,781.00,296.50,
3642,826.00,274.00,
3643,793.00,244.50,
3644,1.00,30.50,
3645,757.00,251.00,
3646,813.00,264.00,
3647,1.00,20.50,
3648,781.00,284.00,
3649,0.00,17.50,
3650,754.00,240.00,
3651,844.00,226.50,
3652,834.00,252.00,
3653,809.00,248.50,
3654,0.00,5.00,
3655,841.00,261.50,
3656,0.00,12.50,
3657,754.00,238.00,
3658,0.00,20.50,
3659,806.00,228.50,
3660,796.00,237.50,
3661,1.00,13.00,
3662,840.00,283.00,
3663,793.00,285.50,
3664,797.00,236.50,
