,Duration,Epidemic,Rt
4989,258.5,799,0.402
4990,23,0,2
4991,241.5,814,0.372
4992,5.5,0,2
4993,267,789,0.422
4994,282.5,778,0.444
4995,39.75,2,1.996
4996,7.5,0,2
4997,11,0,2
4998,235.25,778,0.444
4999,346,744,0.512
5000,256.25,787,0.426
5001,223.25,799,0.402
5002,255,788,0.424
5003,311,817,0.366
5004,228,778,0.444
5005,291.25,826,0.348
5006,255.25,787,0.426
5007,360.5,843,0.314
5008,273,787,0.426
5009,260.75,820,0.36
5010,238,832,0.336
5011,300.25,812,0.376
5012,216.75,782,0.436
5013,250.25,795,0.41
5014,44.5,1,1.998
5015,11.75,0,2
5016,291.25,807,0.386
5017,275.75,799,0.402
5018,315.25,764,0.472
5019,327.75,753,0.494
5020,309.25,783,0.434
5021,221.25,805,0.39
5022,60,2,1.996
5023,233,803,0.394
5024,227.75,804,0.392
5025,306.75,802,0.396
5026,271.25,798,0.404
5027,322,804,0.392
5028,12.25,0,2
5029,26.75,0,2
5030,281.5,773,0.454
5031,279,812,0.376
5032,9,0,2
5033,89.25,6,1.988
5034,247.75,788,0.424
5035,257,798,0.404
5036,28.5,1,1.998
5037,273,841,0.318
5038,8.75,0,2
5039,237.5,785,0.43
5040,232.25,854,0.292
5041,271.25,805,0.39
5042,209,789,0.422
5043,34.75,1,1.998
5044,58.5,4,1.992
5045,278.5,766,0.468
5046,12.25,0,2
5047,317.75,785,0.43
5048,279.25,811,0.378
5049,23,0,2
5050,118,10,1.98
5051,7.75,0,2
5052,28.25,1,1.998
5053,224.75,811,0.378
5054,48.25,2,1.996
5055,278.75,774,0.452
5056,227.75,822,0.356
5057,221.5,757,0.486
5058,304.5,839,0.322
5059,227.25,812,0.376
5060,204,806,0.388
5061,259,784,0.432
5062,249.25,805,0.39
5063,224.75,782,0.436
5064,275,780,0.44
5065,256.5,768,0.464
5066,263.5,816,0.368
5067,271,775,0.45
5068,251.25,823,0.354
5069,230,786,0.428
5070,239.5,770,0.46
5071,213.75,798,0.404
5072,253.25,817,0.366
5073,295.5,799,0.402
5074,10.75,0,2
5075,247,767,0.466
5076,53.5,3,1.994
5077,214.5,833,0.334
5078,8.5,0,2
5079,268,790,0.42
5080,238.5,767,0.466
5081,245.5,727,0.546
5082,317.25,775,0.45
5083,296,781,0.438
5084,250.5,816,0.368
5085,251.75,816,0.368
5086,10.75,0,2
5087,26.5,0,2
5088,22.75,0,2
5089,257.5,790,0.42
5090,284.75,823,0.354
5091,15.5,0,2
5092,291,816,0.368
5093,270.5,809,0.382
5094,276.25,741,0.518
5095,288.5,821,0.358
5096,233.5,809,0.382
5097,9,0,2
5098,6.5,0,2
5099,250.5,739,0.522
5100,302.25,748,0.504
5101,5.5,0,2
5102,17.75,0,2
5103,250,796,0.408
5104,13,0,2
5105,238,764,0.472
5106,254.75,762,0.476
5107,242,795,0.41
5108,28.5,0,2
5109,19.25,0,2
5110,265.25,781,0.438
5111,23.25,0,2
5112,263.25,812,0.376
5113,14,0,2
5114,355.75,776,0.448
5115,280.75,793,0.414
5116,294.75,762,0.476
5117,35.5,2,1.996
5118,264,764,0.472
5119,194.5,790,0.42
5120,281.75,801,0.398
5121,270.75,828,0.344
5122,257.75,829,0.342
5123,265.75,788,0.424
5124,5.5,0,2
5125,266.5,746,0.508
5126,319.75,741,0.518
5127,233.5,796,0.408
5128,228.5,772,0.456
5129,282,814,0.372
5130,9.25,0,2
5131,248.5,814,0.372
5132,304.25,818,0.364
5133,83.5,9,1.982
5134,305.25,810,0.38
5135,302.5,763,0.474
5136,15.75,0,2
5137,346.75,769,0.462
5138,245,818,0.364
5139,33.75,4,1.992
5140,221,774,0.452
5141,225.5,742,0.516
5142,298.25,783,0.434
5143,304.25,763,0.474
5144,288.25,804,0.392
5145,21.25,1,1.998
5146,69.5,5,1.99
5147,304.75,830,0.34
5148,296.25,804,0.392
5149,9.25,0,2
5150,31.25,3,1.994
5151,249,836,0.328
5152,271.25,769,0.462
5153,248.75,828,0.344
5154,248,801,0.398
5155,6.75,0,2
5156,277.5,807,0.386
5157,30,1,1.998
5158,265,794,0.412
5159,33.5,0,2
5160,257.25,809,0.382
5161,19.25,0,2
5162,252.5,836,0.328
5163,329,777,0.446
5164,28,2,1.996
5165,14,0,2
5166,17,0,2
5167,300.75,758,0.484
5168,289.5,759,0.482
5169,303.75,786,0.428
5170,291.25,802,0.396
5171,7.5,0,2
5172,326.5,745,0.51
5173,11.75,0,2
5174,274.25,818,0.364
5175,31.25,2,1.996
5176,249.75,806,0.388
5177,347,795,0.41
5178,5.25,0,2
5179,266.75,804,0.392
5180,256.25,819,0.362
5181,15,0,2
5182,298.75,795,0.41
5183,259.5,815,0.37
5184,218.75,769,0.462
5185,426.25,764,0.472
5186,266.25,785,0.43
5187,238.5,821,0.358
5188,36.5,0,2
5189,221.5,810,0.38
5190,278.5,823,0.354
5191,16.25,1,1.998
5192,263,813,0.374
5193,227.25,787,0.426
5194,279.25,753,0.494
5195,44.25,6,1.988
5196,263.5,770,0.46
5197,278.5,795,0.41
5198,228,821,0.358
5199,205.75,814,0.372
5200,3.75,0,2
5201,249.25,817,0.366
5202,270.5,791,0.418
5203,281,783,0.434
5204,254,810,0.38
5205,25,0,2
5206,55.25,5,1.99
5207,237.25,842,0.316
5208,283,787,0.426
5209,244.25,816,0.368
5210,17,0,2
5211,55.5,3,1.994
5212,237,765,0.47
5213,273.5,804,0.392
5214,339,757,0.486
5215,231.5,762,0.476
5216,235.25,817,0.366
5217,239.25,724,0.552
5218,238.75,768,0.464
5219,242.25,813,0.374
5220,18.5,1,1.998
5221,14.75,1,1.998
5222,12.75,0,2
5223,13.25,0,2
5224,21.75,0,2
5225,265.5,804,0.392
5226,281.5,799,0.402
5227,242.25,835,0.33
5228,279.5,795,0.41
5229,8,0,2
5230,243,867,0.266
5231,37.25,1,1.998
5232,278.25,802,0.396
5233,285,803,0.394
5234,238.5,818,0.364
5235,220,777,0.446
5236,303.5,782,0.436
5237,266.5,806,0.388
5238,220,765,0.47
5239,284.75,793,0.414
5240,269.25,832,0.336
5241,16.5,0,2
5242,204.5,788,0.424
5243,283.75,761,0.478
5244,206.5,830,0.34
5245,22.75,2,1.996
5246,34,4,1.992
5247,311.75,817,0.366
5248,240.75,769,0.462
5249,194.5,782,0.436
5250,258.5,823,0.354
5251,78.25,6,1.988
5252,12.75,0,2
5253,16.75,0,2
5254,89.75,7,1.986
5255,257.75,792,0.416
5256,270.5,819,0.362
5257,231.5,824,0.352
5258,20.25,0,2
5259,10,0,2
5260,248,784,0.432
5261,258.75,799,0.402
5262,201.75,808,0.384
5263,253.75,829,0.342
5264,276.5,807,0.386
5265,42.25,1,1.998
5266,6.25,0,2
5267,212.75,785,0.43
5268,254.25,821,0.358
5269,240.5,806,0.388
5270,225,829,0.342
5271,46.75,0,2
5272,229.25,820,0.36
5273,267,841,0.318
5274,285.25,814,0.372
5275,201.5,845,0.31
5276,264.25,803,0.394
5277,235.75,806,0.388
5278,16.75,0,2
5279,254.25,843,0.314
5280,12,0,2
5281,22.25,1,1.998
5282,234.25,805,0.39
5283,326.25,815,0.37
5284,22.75,1,1.998
5285,37.75,0,2
5286,12,0,2
5287,302.25,798,0.404
5288,19.75,0,2
5289,34.75,1,1.998
5290,324.75,823,0.354
5291,247.75,812,0.376
5292,304,797,0.406
5293,240.5,791,0.418
5294,332.75,814,0.372
5295,23,0,2
5296,20.25,0,2
5297,323.25,795,0.41
5298,265.75,812,0.376
5299,279,799,0.402
5300,6.25,0,2
5301,278.5,789,0.422
5302,28.25,0,2
5303,255.75,804,0.392
5304,5.5,0,2
5305,233,794,0.412
5306,242.75,786,0.428
5307,269.5,805,0.39
5308,312.25,790,0.42
5309,254.25,799,0.402
5310,49,3,1.994
5311,6.25,0,2
5312,237.75,832,0.336
5313,236.75,851,0.298
5314,24.25,0,2
5315,213.75,834,0.332
5316,262.75,760,0.48
5317,24.75,1,1.998
5318,268.5,820,0.36
5319,26.25,0,2
5320,244.5,763,0.474
5321,227,778,0.444
5322,227.75,816,0.368
5323,13.25,1,1.998
5324,231.75,788,0.424
5325,4,0,2
5326,17.5,0,2
5327,326,805,0.39
5328,20,0,2
5329,238,830,0.34
5330,37,3,1.994
5331,5.75,0,2
5332,15.25,0,2
5333,276,825,0.35
5334,262.25,757,0.486
5335,21.5,0,2
5336,43.25,1,1.998
5337,59,1,1.998
5338,19.5,2,1.996
5339,37.5,3,1.994
5340,13,1,1.998
5341,258.5,784,0.432
5342,257.5,800,0.4
5343,8.25,0,2
5344,280.5,783,0.434
5345,266.75,790,0.42
5346,243,838,0.324
5347,276.75,825,0.35
5348,233,791,0.418
5349,26.5,1,1.998
5350,17.75,0,2
5351,289.25,799,0.402
5352,304,782,0.436
5353,287.75,800,0.4
5354,50.75,7,1.986
5355,378.75,793,0.414
5356,13.25,0,2
5357,12.25,0,2
5358,15.5,1,1.998
5359,257.75,791,0.418
5360,237,804,0.392
5361,285,765,0.47
5362,16.25,0,2
5363,256,769,0.462
5364,234.25,808,0.384
5365,13.75,0,2
5366,261.75,787,0.426
5367,15.75,0,2
5368,28.75,1,1.998
5369,26.75,2,1.996
5370,15,0,2
5371,244,813,0.374
5372,298.5,851,0.298
5373,267.5,811,0.378
5374,286.75,783,0.434
5375,20,2,1.996
5376,65,6,1.988
5377,218.75,796,0.408
5378,277.5,815,0.37
5379,32,0,2
5380,4,0,2
5381,16.25,0,2
5382,16.5,0,2
5383,298.25,794,0.412
5384,10.5,0,2
5385,15.25,0,2
5386,55,3,1.994
5387,214.25,826,0.348
5388,268.25,797,0.406
5389,307.75,846,0.308
5390,237,788,0.424
5391,198.75,775,0.45
5392,15,0,2
5393,24.5,1,1.998
5394,244.25,785,0.43
5395,271,783,0.434
5396,261.25,810,0.38
5397,231,754,0.492
5398,335.5,780,0.44
5399,212,823,0.354
5400,277.25,818,0.364
5401,222.5,835,0.33
5402,34.5,1,1.998
5403,225,831,0.338
5404,315.5,805,0.39
5405,301.75,804,0.392
5406,252.5,813,0.374
5407,281.5,803,0.394
5408,20.75,0,2
5409,327.5,809,0.382
5410,259.5,792,0.416
5411,300,833,0.334
5412,273.5,769,0.462
5413,222,828,0.344
5414,270.75,799,0.402
5415,305.75,777,0.446
5416,14.5,0,2
5417,270.75,799,0.402
5418,13.25,0,2
5419,336.25,754,0.492
5420,276.75,811,0.378
5421,18.75,0,2
5422,12.5,0,2
5423,275.75,809,0.382
5424,310.5,797,0.406
5425,276.5,806,0.388
5426,17.25,0,2
5427,263,783,0.434
5428,27.5,0,2
5429,261.25,793,0.414
5430,250.5,788,0.424
5431,250.25,808,0.384
5432,18.25,0,2
5433,12.75,0,2
5434,25.75,0,2
5435,187.75,810,0.38
5436,236.75,784,0.432
5437,271.75,810,0.38
5438,247.75,828,0.344
5439,8.75,0,2
5440,293,752,0.496
5441,271.75,760,0.48
5442,338.75,839,0.322
5443,266.75,801,0.398
5444,285.75,783,0.434
5445,45.5,0,2
5446,232.25,757,0.486
5447,240.5,857,0.286
5448,215.5,830,0.34
5449,231.25,792,0.416
5450,9,0,2
5451,238.5,766,0.468
5452,300.25,792,0.416
5453,220.5,765,0.47
5454,7.5,0,2
5455,20,0,2
5456,320.5,825,0.35
5457,265,796,0.408
5458,277.5,742,0.516
5459,274.25,801,0.398
5460,212.75,792,0.416
5461,236.5,819,0.362
5462,245.75,814,0.372
5463,29.75,0,2
5464,13.5,1,1.998
5465,21.5,0,2
5466,329,802,0.396
5467,356,801,0.398
5468,22.75,1,1.998
5469,276.75,764,0.472
5470,351.75,804,0.392
5471,319.5,816,0.368
5472,18,0,2
5473,236.5,798,0.404
5474,228.5,816,0.368
5475,274.75,811,0.378
5476,251.5,808,0.384
5477,235.25,800,0.4
5478,22.75,1,1.998
5479,42,1,1.998
5480,246.25,780,0.44
5481,227,845,0.31
5482,23.25,0,2
5483,6.75,0,2
5484,24.75,2,1.996
5485,228.5,828,0.344
5486,296,822,0.356
5487,320.5,815,0.37
5488,288.25,784,0.432
5489,247.5,780,0.44
5490,35.5,1,1.998
5491,300.25,781,0.438
5492,265.5,834,0.332
5493,15.75,0,2
5494,224.25,790,0.42
5495,35.5,0,2
5496,15.75,0,2
5497,220.25,798,0.404
5498,294.5,796,0.408
5499,224.25,795,0.41
5500,303,752,0.496
5501,318.25,808,0.384
5502,259.5,786,0.428
5503,275,793,0.414
5504,266.25,789,0.422
5505,25,2,1.996
5506,25.25,1,1.998
5507,6.25,0,2
5508,249,769,0.462
5509,13.75,1,1.998
5510,276.25,823,0.354
5511,253.75,842,0.316
5512,237.25,810,0.38
5513,261.5,821,0.358
5514,8.75,0,2
5515,40.75,1,1.998
5516,17.25,0,2
5517,249.5,805,0.39
5518,242,783,0.434
5519,287.5,806,0.388
5520,10.75,0,2
5521,19.5,0,2
5522,319.25,777,0.446
5523,14,0,2
5524,262.75,789,0.422
5525,9.5,0,2
5526,230.5,813,0.374
5527,288,833,0.334
5528,205.75,776,0.448
5529,322.75,783,0.434
5530,13.5,0,2
5531,10,0,2
5532,265.5,777,0.446
5533,217,854,0.292
5534,56,4,1.992
5535,278.75,789,0.422
5536,231,790,0.42
5537,234.25,774,0.452
5538,13.75,0,2
5539,282,796,0.408
5540,37.25,1,1.998
5541,215,808,0.384
5542,250.5,799,0.402
5543,275.5,814,0.372
5544,295.5,834,0.332
5545,321.75,783,0.434
5546,243.5,821,0.358
5547,263.25,813,0.374
5548,19.25,1,1.998
5549,24,1,1.998
5550,273.75,818,0.364
5551,231.5,788,0.424
5552,242.75,816,0.368
5553,304,771,0.458
5554,46.5,3,1.994
5555,289.75,843,0.314
5556,13,0,2
5557,249.25,798,0.404
5558,25,2,1.996
5559,251.25,816,0.368
5560,25,1,1.998
5561,29.25,1,1.998
5562,24.75,2,1.996
5563,295.5,832,0.336
5564,19.25,0,2
5565,22,1,1.998
5566,38,3,1.994
5567,229.25,802,0.396
5568,326,785,0.43
5569,280.75,780,0.44
5570,257,811,0.378
5571,239.25,780,0.44
5572,219.5,826,0.348
5573,297.25,798,0.404
5574,275.75,792,0.416
5575,211,784,0.432
5576,38.25,1,1.998
5577,26,0,2
5578,10,0,2
5579,239.5,825,0.35
5580,47.25,0,2
5581,280,821,0.358
5582,27,0,2
5583,279.5,806,0.388
5584,24.75,2,1.996
5585,253.25,845,0.31
5586,234,823,0.354
5587,241,785,0.43
5588,220.75,792,0.416
5589,224.75,811,0.378
5590,238.75,790,0.42
5591,24.25,5,1.99
5592,222.25,816,0.368
5593,287.5,816,0.368
5594,330,769,0.462
5595,25.75,0,2
5596,277.5,752,0.496
5597,248.5,766,0.468
5598,334.25,780,0.44
5599,338.5,735,0.53
5600,313.75,796,0.408
5601,266.25,811,0.378
5602,275.5,810,0.38
5603,328.25,790,0.42
5604,286.5,769,0.462
5605,175.5,30,1.94
5606,225.5,839,0.322
5607,265.5,822,0.356
5608,302.25,788,0.424
5609,269,749,0.502
5610,13.25,0,2
5611,255.25,787,0.426
5612,37,1,1.998
5613,10.25,0,2
5614,7.75,1,1.998
5615,14.25,0,2
5616,289.75,790,0.42
5617,9,0,2
5618,270.25,796,0.408
5619,246.75,787,0.426
5620,251.25,774,0.452
5621,15.5,0,2
5622,270.25,788,0.424
5623,222.75,788,0.424
5624,283.75,771,0.458
5625,250.75,769,0.462
5626,266.75,855,0.29
5627,10.75,1,1.998
5628,46,1,1.998
5629,23.5,1,1.998
5630,14.5,0,2
5631,246.75,797,0.406
5632,10.25,0,2
5633,11.25,0,2
5634,19.75,0,2
5635,278.75,746,0.508
5636,10.75,0,2
5637,11.75,0,2
5638,314.25,799,0.402
5639,242,796,0.408
5640,280.25,812,0.376
5641,9.75,0,2
5642,264,792,0.416
5643,242.25,836,0.328
5644,13.25,0,2
5645,283.25,812,0.376
5646,254.25,794,0.412
5647,18.5,0,2
5648,255.75,824,0.352
5649,250,815,0.37
5650,216.75,779,0.442
5651,277.25,797,0.406
5652,11.25,0,2
5653,259.75,823,0.354
5654,75,10,1.98
5655,12.75,0,2
5656,31.75,1,1.998
5657,249.75,819,0.362
5658,295.5,765,0.47
5659,221.25,783,0.434
5660,240.75,796,0.408
5661,250.25,787,0.426
5662,243.5,741,0.518
5663,214.75,818,0.364
5664,289.75,799,0.402
5665,256.75,785,0.43
5666,277.75,754,0.492
5667,295.25,824,0.352
5668,42,2,1.996
5669,10,0,2
5670,233.5,817,0.366
5671,230.75,735,0.53
5672,13.5,0,2
5673,30,0,2
5674,38,2,1.996
5675,258.75,770,0.46
5676,219.25,784,0.432
5677,292,797,0.406
5678,260.5,773,0.454
5679,271.5,824,0.352
5680,230,772,0.456
5681,33.25,0,2
5682,259.5,806,0.388
5683,247.5,798,0.404
5684,13.75,0,2
5685,290.75,782,0.436
5686,304.25,801,0.398
5687,272.5,793,0.414
5688,235,766,0.468
5689,19,0,2
5690,11,0,2
5691,17.75,0,2
5692,248,855,0.29
5693,282.5,801,0.398
5694,354.5,802,0.396
5695,32,2,1.996
5696,341,816,0.368
5697,334,776,0.448
5698,326,782,0.436
5699,309.25,776,0.448
5700,330,778,0.444
5701,287.5,801,0.398
5702,352.25,795,0.41
5703,235.25,807,0.386
5704,18.25,0,2
5705,258.25,800,0.4
5706,8.75,0,2
5707,256.75,838,0.324
5708,266.5,820,0.36
5709,6.75,0,2
5710,231.75,792,0.416
5711,269,793,0.414
5712,267.25,798,0.404
5713,216.25,823,0.354
5714,42.25,6,1.988
5715,12.5,0,2
5716,15.25,0,2
5717,200.5,821,0.358
5718,263.5,736,0.528
5719,22,1,1.998
5720,241.5,815,0.37
5721,9.5,0,2
5722,270,752,0.496
5723,300.5,798,0.404
5724,286.75,798,0.404
5725,23.25,1,1.998
5726,62.25,6,1.988
5727,8.5,0,2
5728,8.25,0,2
5729,307.25,802,0.396
5730,14.25,0,2
5731,282,790,0.42
5732,314,806,0.388
5733,14.75,0,2
5734,326.75,787,0.426
5735,25.5,0,2
5736,266,796,0.408
5737,211.25,831,0.338
5738,233.75,766,0.468
5739,259.25,817,0.366
5740,222.75,825,0.35
5741,339,781,0.438
5742,274.75,786,0.428
5743,36,0,2
5744,13.25,0,2
5745,281.75,778,0.444
5746,305.25,812,0.376
5747,10.75,0,2
5748,235.5,813,0.374
5749,15.75,0,2
5750,235.25,782,0.436
5751,11,0,2
5752,9,0,2
5753,23,0,2
5754,6.75,0,2
5755,221.25,785,0.43
5756,294.5,802,0.396
5757,227.75,821,0.358
5758,230.75,795,0.41
5759,239.75,797,0.406
5760,276,793,0.414
5761,364,770,0.46
5762,20.25,1,1.998
5763,14.25,0,2
5764,254.25,805,0.39
5765,7.75,0,2
5766,274.25,762,0.476
5767,245.25,819,0.362
5768,38.25,2,1.996
5769,284.25,791,0.418
5770,285.5,821,0.358
5771,7.25,0,2
5772,262.75,799,0.402
5773,292.5,780,0.44
5774,223.75,822,0.356
5775,221.75,768,0.464
5776,22.5,0,2
5777,47.25,2,1.996
5778,260.5,773,0.454
5779,278.75,802,0.396
5780,255.5,784,0.432
5781,265.75,779,0.442
5782,51,2,1.996
5783,235.5,811,0.378
5784,17.75,0,2
5785,233.5,765,0.47
5786,255,800,0.4
5787,12.25,0,2
5788,28,2,1.996
5789,237,823,0.354
5790,226.25,836,0.328
5791,9.25,0,2
5792,13.75,0,2
5793,265.25,828,0.344
5794,14.25,0,2
5795,365.75,813,0.374
5796,8.5,0,2
5797,290.5,784,0.432
5798,233.25,842,0.316
5799,277.75,838,0.324
5800,41,1,1.998
5801,227.5,800,0.4
5802,273.75,796,0.408
5803,311,806,0.388
5804,279.25,809,0.382
5805,268,772,0.456
5806,267.75,801,0.398
5807,292.75,804,0.392
5808,15,0,2
5809,13.5,0,2
5810,263.25,804,0.392
5811,206,780,0.44
5812,240.25,801,0.398
5813,7.75,0,2
5814,33.5,2,1.996
5815,11.75,0,2
5816,19.5,0,2
5817,292.25,782,0.436
5818,211.25,765,0.47
5819,256.75,798,0.404
5820,239.25,779,0.442
5821,204.75,818,0.364
5822,237.25,801,0.398
5823,325.5,799,0.402
5824,11.75,0,2
5825,238.75,794,0.412
5826,16.5,0,2
5827,223.25,809,0.382
5828,4.75,0,2
5829,246.75,764,0.472
5830,250,801,0.398
5831,228.25,801,0.398
5832,15.25,0,2
5833,259.5,776,0.448
5834,229.75,829,0.342
5835,308,802,0.396
5836,11,0,2
5837,58.25,6,1.988
5838,37,2,1.996
5839,23.25,0,2
5840,234.25,800,0.4
5841,216.5,797,0.406
5842,20.5,0,2
5843,255.5,758,0.484
5844,35.5,1,1.998
5845,13.25,0,2
5846,23.25,2,1.996
5847,9,0,2
5848,244,833,0.334
5849,258,818,0.364
5850,250,808,0.384
5851,35.75,0,2
5852,9,0,2
5853,260.75,773,0.454
5854,302.25,752,0.496
5855,260.25,747,0.506
5856,272.75,826,0.348
5857,49.5,3,1.994
5858,267.25,818,0.364
5859,20.75,1,1.998
5860,302.5,798,0.404
5861,253.5,813,0.374
5862,308.5,814,0.372
5863,8.75,0,2
5864,55,3,1.994
5865,293.5,810,0.38
5866,219.75,779,0.442
5867,21.75,0,2
5868,263.75,826,0.348
5869,6,0,2
5870,24.75,0,2
5871,29.25,1,1.998
5872,16.5,0,2
5873,264.25,791,0.418
5874,233.25,798,0.404
5875,33.25,1,1.998
5876,10.25,0,2
5877,253.25,812,0.376
5878,241.5,804,0.392
5879,33.25,0,2
5880,243.5,795,0.41
5881,26.5,0,2
5882,27.75,2,1.996
5883,247.5,798,0.404
5884,299.25,786,0.428
5885,301.75,749,0.502
5886,303,797,0.406
5887,262.25,805,0.39
5888,222,796,0.408
5889,261.25,789,0.422
5890,18.25,0,2
5891,256.5,808,0.384
5892,254.5,787,0.426
5893,209.5,810,0.38
5894,298.25,780,0.44
5895,340.5,794,0.412
5896,257,808,0.384
5897,28.25,0,2
5898,60,4,1.992
5899,238.25,797,0.406
5900,244,786,0.428
5901,294.75,805,0.39
5902,223,804,0.392
5903,261.25,774,0.452
5904,228.75,785,0.43
5905,19,0,2
5906,285.25,798,0.404
5907,23.5,1,1.998
5908,20.25,0,2
5909,12.25,0,2
5910,263.5,768,0.464
5911,257.5,823,0.354
5912,262,776,0.448
5913,240.25,791,0.418
5914,198.25,796,0.408
5915,54.5,1,1.998
5916,361.25,745,0.51
5917,250.25,818,0.364
5918,38.25,1,1.998
5919,255,766,0.468
5920,288.5,756,0.488
5921,267.25,750,0.5
5922,288.5,812,0.376
5923,315,795,0.41
5924,227.75,792,0.416
5925,230.25,774,0.452
5926,282.25,788,0.424
5927,250.25,777,0.446
5928,246,848,0.304
5929,251,835,0.33
5930,278.25,793,0.414
5931,20.75,1,1.998
5932,301.25,791,0.418
5933,265.25,794,0.412
5934,267.25,737,0.526
5935,18.25,0,2
5936,231.25,783,0.434
5937,306,814,0.372
5938,302.75,739,0.522
5939,9.75,0,2
5940,226.5,804,0.392
5941,241.5,793,0.414
5942,7.75,0,2
5943,210.25,835,0.33
5944,22,0,2
5945,285.25,815,0.37
5946,11.5,0,2
5947,21,0,2
5948,33.25,0,2
5949,25,1,1.998
5950,300.5,853,0.294
5951,204.25,801,0.398
5952,251.25,786,0.428
5953,34.75,2,1.996
5954,268.75,808,0.384
5955,58.25,2,1.996
5956,199.75,814,0.372
5957,277.25,765,0.47
5958,200.75,783,0.434
5959,252.25,755,0.49
5960,205.25,809,0.382
5961,30.75,0,2
5962,264.75,822,0.356
5963,255.75,805,0.39
5964,347.75,768,0.464
5965,222.25,801,0.398
5966,261,772,0.456
5967,237.75,783,0.434
5968,279.25,807,0.386
5969,270.25,829,0.342
5970,319.5,819,0.362
5971,309.25,793,0.414
5972,11.25,0,2
5973,216.5,782,0.436
5974,30.25,1,1.998
5975,267,743,0.514
5976,228.25,784,0.432
5977,5.5,0,2
5978,236,797,0.406
5979,13.5,0,2
5980,228,824,0.352
5981,293.5,822,0.356
5982,270.5,790,0.42
5983,2.25,0,2
5984,269.25,795,0.41
5985,58.5,3,1.994
5986,10.75,0,2
5987,273.25,792,0.416
5988,3.25,0,2
5989,321.75,759,0.482
5990,13,0,2
5991,215,808,0.384
5992,17,1,1.998
5993,330.75,767,0.466
5994,227,821,0.358
5995,307,805,0.39
5996,12,0,2
5997,35.25,0,2
5998,295.25,782,0.436
5999,13.5,0,2
6000,4.25,0,2
6001,253,824,0.352
6002,216.25,788,0.424
6003,13.5,0,2
6004,12.5,0,2
6005,264.5,807,0.386
6006,352.25,759,0.482
6007,41,2,1.996
6008,268.25,772,0.456
6009,210,830,0.34
6010,5.5,0,2
6011,258,792,0.416
6012,211.25,819,0.362
6013,295.5,793,0.414
6014,15.75,0,2
6015,305.25,810,0.38
6016,315.5,748,0.504
6017,9.75,0,2
6018,20.75,1,1.998
6019,22.75,2,1.996
6020,7.75,0,2
6021,342.75,788,0.424
6022,244.5,835,0.33
6023,23.5,1,1.998
6024,239,796,0.408
6025,22.5,0,2
6026,17,0,2
6027,299.5,822,0.356
6028,289.75,799,0.402
6029,12.5,0,2
6030,294.25,806,0.388
6031,49.5,6,1.988
6032,220.75,781,0.438
6033,250.25,771,0.458
6034,289.75,810,0.38
6035,314.5,770,0.46
6036,19.5,2,1.996
6037,259.5,766,0.468
6038,115.25,8,1.984
6039,366.25,763,0.474
6040,283.5,795,0.41
6041,19.5,0,2
6042,226.75,828,0.344
6043,247,797,0.406
6044,270.25,801,0.398
6045,244.5,811,0.378
6046,294.75,844,0.312
6047,237.5,797,0.406
6048,15.75,0,2
6049,259.25,784,0.432
6050,13.25,0,2
6051,12.75,0,2
6052,282.25,766,0.468
6053,24.5,0,2
6054,322,817,0.366
6055,219.5,769,0.462
6056,80.5,5,1.99
6057,255,790,0.42
6058,227.75,787,0.426
6059,264.25,809,0.382
6060,258.5,807,0.386
6061,253,742,0.516
6062,325.25,788,0.424
6063,33.75,2,1.996
6064,276.25,764,0.472
6065,290.75,815,0.37
6066,7.5,0,2
6067,270.5,791,0.418
6068,3.5,0,2
6069,29.75,2,1.996
6070,289.25,778,0.444
6071,223.25,795,0.41
6072,285.75,827,0.346
6073,212.5,814,0.372
6074,315,817,0.366
6075,254.75,809,0.382
6076,221,787,0.426
6077,279,838,0.324
6078,19.25,0,2
6079,270.25,807,0.386
6080,285.75,754,0.492
6081,243.25,798,0.404
6082,27,0,2
6083,238.25,792,0.416
6084,268,758,0.484
6085,21.5,0,2
6086,270.75,819,0.362
6087,243.25,812,0.376
6088,261.75,808,0.384
6089,18.5,3,1.994
6090,17.5,0,2
6091,267,793,0.414
6092,277,805,0.39
6093,6.5,0,2
6094,6.5,0,2
6095,39.25,1,1.998
6096,7.5,0,2
6097,11.5,0,2
6098,12.25,0,2
6099,272,805,0.39
6100,247,804,0.392
6101,270.5,762,0.476
6102,267.75,822,0.356
6103,298.75,786,0.428
6104,285,831,0.338
6105,350.25,777,0.446
6106,246.75,823,0.354
6107,260.75,758,0.484
6108,26.75,2,1.996
6109,209.5,805,0.39
6110,12,0,2
6111,59.5,5,1.99
6112,268.5,830,0.34
6113,242.5,786,0.428
6114,225.5,782,0.436
6115,243,759,0.482
6116,262.25,829,0.342
6117,31,5,1.99
6118,310.75,794,0.412
6119,243.25,795,0.41
6120,94.5,6,1.988
6121,324.75,799,0.402
6122,279.25,787,0.426
6123,10.25,0,2
6124,306.75,813,0.374
6125,242.75,801,0.398
6126,284.75,823,0.354
6127,396.25,782,0.436
6128,29.25,0,2
6129,230.75,803,0.394
6130,274,815,0.37
6131,260.25,790,0.42
6132,247.5,807,0.386
6133,251,766,0.468
6134,245.75,813,0.374
6135,15.5,0,2
6136,270.5,782,0.436
6137,336.75,781,0.438
6138,267.25,787,0.426
6139,295.25,760,0.48
6140,36.75,3,1.994
6141,223,816,0.368
6142,261.75,803,0.394
